2022-08-08,Cash,0
2022-08-09,Cash,0
2022-08-10,Cash,0
2022-08-11,Cash,0
2022-08-12,Cash,0
2022-08-15,Cash,0
2022-08-16,Cash,0
2022-08-17,Cash,0
2022-08-18,Cash,0
2022-08-19,Cash,0
2022-08-22,Cash,0
2022-08-23,Cash,0
2022-08-24,Cash,0
2022-08-25,Cash,0
2022-08-26,Cash,0
2022-08-29,Cash,0
2022-08-30,Cash,0
2022-08-31,Cash,0
2022-09-01,Cash,0
2022-09-02,Cash,0
2022-09-06,Cash,0
2022-09-07,Cash,0
2022-09-08,Cash,0
2022-09-09,Cash,0
2022-09-12,Cash,0
2022-09-13,Cash,0
2022-09-14,Cash,0
2022-09-15,Cash,0
2022-09-16,Cash,0
2022-09-19,Cash,0
2022-09-20,Cash,0
2022-09-21,Cash,0
2022-09-22,Cash,0
2022-09-23,Cash,0
2022-09-26,Cash,0
2022-09-27,Cash,0
2022-09-28,Cash,0
2022-09-29,Cash,0
2022-09-30,Cash,0
2022-10-03,Cash,0
2022-10-04,Cash,0
2022-10-05,Cash,0
2022-10-06,Cash,0
2022-10-07,Cash,0
2022-10-10,Cash,0
2022-10-11,Cash,0
2022-10-12,Cash,0
2022-10-13,Cash,0
2022-10-14,Cash,0
2022-10-17,Cash,0
2022-10-18,Cash,0
2022-10-19,Cash,0
2022-10-20,Cash,0
2022-10-21,Cash,0
2022-10-24,Cash,0
2022-10-25,Cash,0
2022-10-26,Cash,0
2022-10-27,Cash,0
2022-10-28,Cash,0
2022-10-31,Cash,0
2022-11-01,Cash,0
2022-11-02,Cash,0
2022-11-03,Cash,0
2022-11-04,Cash,0
2022-11-07,Cash,0
2022-11-08,Cash,0
2022-11-09,Cash,0
2022-11-10,Cash,0
2022-11-11,Cash,0
2022-11-14,Cash,0
2022-11-15,Cash,0
2022-11-16,Cash,0
2022-11-17,Cash,0
2022-11-18,Cash,0
2022-11-21,Cash,0
2022-11-22,Cash,0
2022-11-23,Cash,0
2022-11-25,Cash,0
2022-11-28,Cash,0
2022-11-29,Cash,0
2022-11-30,Cash,0
2022-12-01,Gold,15
2022-12-02,Gold,14
2022-12-05,Cash,13
2022-12-06,Cash,12
2022-12-07,Gold,11
2022-12-08,Gold,10
2022-12-09,Gold,9
2022-12-12,Gold,8
2022-12-13,Gold,7
2022-12-14,Gold,6
2022-12-15,Gold,5
2022-12-16,Gold,4
2022-12-19,Gold,3
2022-12-20,Gold,2
2022-12-21,Gold,1
2022-12-22,Gold,0
2022-12-23,Gold,0
2022-12-27,Gold,0
2022-12-28,Gold,0
2022-12-29,Gold,0
2022-12-30,Gold,0
2023-01-03,Gold,0
2023-01-04,Gold,0
2023-01-05,Gold,0
2023-01-06,Gold,0
2023-01-09,Gold,0
2023-01-10,Gold,0
2023-01-11,Gold,0
2023-01-12,Gold,0
2023-01-13,Gold,0
2023-01-17,Gold,0
2023-01-18,Gold,0
2023-01-19,Gold,0
2023-01-20,Gold,0
2023-01-23,Gold,0
2023-01-24,Gold,0
2023-01-25,Gold,0
2023-01-26,Gold,0
2023-01-27,Gold,0
2023-01-30,Gold,0
2023-01-31,Gold,0
2023-02-01,Gold,0
2023-02-02,Gold,0
2023-02-03,Gold,0
2023-02-06,Gold,0
2023-02-07,Gold,0
2023-02-08,Gold,0
2023-02-09,Gold,0
2023-02-10,Gold,0
2023-02-13,Gold,0
2023-02-14,Gold,0
2023-02-15,Gold,0
2023-02-16,Gold,0
2023-02-17,Gold,0
2023-02-21,Gold,0
2023-02-22,Gold,0
2023-02-23,Gold,0
2023-02-24,Gold,0
2023-02-27,Gold,0
2023-02-28,Gold,0
2023-03-01,Gold,0
2023-03-02,Gold,0
2023-03-03,Gold,0
2023-03-06,Gold,0
2023-03-07,Gold,0
2023-03-08,Gold,0
2023-03-09,Gold,0
2023-03-10,Gold,0
2023-03-13,Gold,0
2023-03-14,Gold,0
2023-03-15,Gold,0
2023-03-16,Gold,0
2023-03-17,Gold,0
2023-03-20,Gold,0
2023-03-21,Gold,0
2023-03-22,Buy,15
2023-03-23,Buy,14
2023-03-24,Buy,13
2023-03-27,Gold,12
2023-03-28,Gold,11
2023-03-29,Gold,10
2023-03-30,Gold,9
2023-03-31,Buy,8
2023-04-03,Buy,7
2023-04-04,Buy,6
2023-04-05,Buy,5
2023-04-06,Buy,4
2023-04-10,Buy,3
2023-04-11,Buy,2
2023-04-12,Buy,1
2023-04-13,Buy,0
2023-04-14,Buy,0
2023-04-17,Gold,15
2023-04-18,Gold,14
2023-04-19,Gold,13
2023-04-20,Buy,12
2023-04-21,Buy,11
2023-04-24,Buy,10
2023-04-25,Buy,9
2023-04-26,Buy,8
2023-04-27,Buy,7
2023-04-28,Buy,6
2023-05-01,Gold,5
2023-05-02,Buy,4
2023-05-03,Buy,3
2023-05-04,Buy,2
2023-05-05,Buy,1
2023-05-08,Buy,0
2023-05-09,Buy,0
2023-05-10,Buy,0
2023-05-11,Buy,0
2023-05-12,Buy,0
2023-05-15,Buy,0
2023-05-16,Buy,0
2023-05-17,Gold,15
2023-05-18,Gold,14
2023-05-19,Gold,13
2023-05-22,Gold,12
2023-05-23,Gold,11
2023-05-24,Gold,10
2023-05-25,Gold,9
2023-05-26,Gold,8
2023-05-30,Gold,7
2023-05-31,Gold,6
2023-06-01,Gold,5
2023-06-02,Gold,4
2023-06-05,Gold,3
2023-06-06,Gold,2
2023-06-07,Gold,1
2023-06-08,Gold,0
2023-06-09,Gold,0
2023-06-12,Gold,0
2023-06-13,Gold,0
2023-06-14,Gold,0
2023-06-15,Gold,0
2023-06-16,Gold,0
2023-06-20,Gold,0
2023-06-21,Gold,0
2023-06-22,Gold,0
2023-06-23,Gold,0
2023-06-26,Gold,0
2023-06-27,Gold,0
2023-06-28,Gold,0
2023-06-29,Gold,0
2023-06-30,Gold,0
2023-07-03,Gold,0
2023-07-05,Gold,0
2023-07-06,Gold,0
2023-07-07,Gold,0
2023-07-10,Gold,0
2023-07-11,Gold,0
2023-07-12,Gold,0
2023-07-13,Gold,0
2023-07-14,Gold,0
2023-07-17,Gold,0
2023-07-18,Gold,0
2023-07-19,Gold,0
2023-07-20,Gold,0
2023-07-21,Gold,0
2023-07-24,Gold,0
2023-07-25,Gold,0
2023-07-26,Gold,0
2023-07-27,Gold,0
2023-07-28,Gold,0
2023-07-31,Gold,0
2023-08-01,Gold,0
2023-08-02,Gold,0
2023-08-03,Gold,0
2023-08-04,Gold,0
2023-08-07,Gold,0
2023-08-08,Gold,0
2023-08-09,Cash,15
2023-08-10,Cash,14
2023-08-11,Cash,13
2023-08-14,Cash,12
2023-08-15,Cash,11
2023-08-16,Cash,10
2023-08-17,Cash,9
2023-08-18,Cash,8
2023-08-21,Cash,7
2023-08-22,Cash,6
2023-08-23,Cash,5
2023-08-24,Cash,4
2023-08-25,Cash,3
2023-08-28,Cash,2
2023-08-29,Gold,1
2023-08-30,Gold,0
2023-08-31,Gold,0
2023-09-01,Gold,0
2023-09-05,Cash,15
2023-09-06,Cash,14
2023-09-07,Cash,13
2023-09-08,Cash,12
2023-09-11,Cash,11
2023-09-12,Cash,10
2023-09-13,Cash,9
2023-09-14,Cash,8
2023-09-15,Cash,7
2023-09-18,Cash,6
2023-09-19,Cash,5
2023-09-20,Gold,4
2023-09-21,Cash,3
2023-09-22,Cash,2
2023-09-25,Cash,1
2023-09-26,Cash,0
2023-09-27,Cash,0
2023-09-28,Cash,0
2023-09-29,Cash,0
2023-10-02,Cash,0
2023-10-03,Cash,0
2023-10-04,Cash,0
2023-10-05,Cash,0
2023-10-06,Cash,0
2023-10-09,Cash,0
2023-10-10,Cash,0
2023-10-11,Cash,0
2023-10-12,Cash,0
2023-10-13,Cash,0
2023-10-16,Cash,0
2023-10-17,Cash,0
2023-10-18,Gold,15
2023-10-19,Gold,14
2023-10-20,Gold,13
2023-10-23,Gold,12
2023-10-24,Gold,11
2023-10-25,Gold,10
2023-10-26,Gold,9
2023-10-27,Gold,8
2023-10-30,Gold,7
2023-10-31,Gold,6
2023-11-01,Gold,5
2023-11-02,Gold,4
2023-11-03,Gold,3
2023-11-06,Gold,2
2023-11-07,Gold,1
2023-11-08,Gold,0
2023-11-09,Gold,0
2023-11-10,Cash,15
2023-11-13,Cash,14
2023-11-14,Gold,13
2023-11-15,Gold,12
2023-11-16,Gold,11
2023-11-17,Gold,10
2023-11-20,Gold,9
2023-11-21,Gold,8
2023-11-22,Gold,7
2023-11-24,Gold,6
2023-11-27,Gold,5
2023-11-28,Gold,4
2023-11-29,Gold,3
2023-11-30,Gold,2
2023-12-01,Gold,1
2023-12-04,Gold,0
2023-12-05,Gold,0
2023-12-06,Gold,0
2023-12-07,Gold,0
2023-12-08,Gold,0
2023-12-11,Gold,0
2023-12-12,Gold,0
2023-12-13,Buy,15
2023-12-14,Buy,14
2023-12-15,Buy,13
2023-12-18,Buy,12
2023-12-19,Buy,11
2023-12-20,Buy,10
2023-12-21,Buy,9
2023-12-22,Buy,8
2023-12-26,Buy,7
2023-12-27,Buy,6
2023-12-28,Buy,5
2023-12-29,Buy,4
2024-01-02,Buy,3
2024-01-03,Buy,2
2024-01-04,Buy,1
2024-01-05,Buy,0
2024-01-08,Buy,0
2024-01-09,Buy,0
2024-01-10,Buy,0
2024-01-11,Buy,0
2024-01-12,Buy,0
2024-01-16,Buy,0
2024-01-17,Buy,0
2024-01-18,Buy,0
2024-01-19,Buy,0
2024-01-22,Buy,0
2024-01-23,Buy,0
2024-01-24,Buy,0
2024-01-25,Buy,0
2024-01-26,Buy,0
2024-01-29,Buy,0
2024-01-30,Buy,0
2024-01-31,Buy,0
2024-02-01,Buy,0
2024-02-02,Buy,0
2024-02-05,Buy,0
2024-02-06,Buy,0
2024-02-07,Buy,0
2024-02-08,Buy,0
2024-02-09,Buy,0
2024-02-12,Buy,0
2024-02-13,Gold,15
2024-02-14,Buy,14
2024-02-15,Buy,13
2024-02-16,Buy,12
2024-02-20,Buy,11
2024-02-21,Buy,10
2024-02-22,Gold,9
2024-02-23,Buy,8
2024-02-26,Buy,7
2024-02-27,Buy,6
2024-02-28,Buy,5
2024-02-29,Buy,4
2024-03-01,Buy,3
2024-03-04,Buy,2
2024-03-05,Buy,1
2024-03-06,Buy,0
2024-03-07,Buy,0
2024-03-08,Buy,0
2024-03-11,Buy,0
2024-03-12,Buy,0
2024-03-13,Buy,0
2024-03-14,Buy,0
2024-03-15,Buy,0
2024-03-18,Buy,0
2024-03-19,Buy,0
2024-03-20,Buy,0
2024-03-21,Buy,0
2024-03-22,Buy,0
2024-03-25,Buy,0
2024-03-26,Buy,0
2024-03-27,Buy,0
2024-03-28,Buy,0
2024-04-01,Buy,0
2024-04-02,Buy,0
2024-04-03,Buy,0
2024-04-04,Buy,0
2024-04-05,Buy,0
2024-04-08,Buy,0
2024-04-09,Buy,0
2024-04-10,Buy,0
2024-04-11,Gold,15
2024-04-12,Buy,14
2024-04-15,Gold,13
2024-04-16,Gold,12
2024-04-17,Gold,11
2024-04-18,Gold,10
2024-04-19,Buy,9
2024-04-22,Buy,8
2024-04-23,Buy,7
2024-04-24,Gold,6
2024-04-25,Gold,5
2024-04-26,Buy,4
2024-04-29,Buy,3
2024-04-30,Gold,2
2024-05-01,Gold,1
2024-05-02,Gold,0
2024-05-03,Buy,15
2024-05-06,Buy,14
2024-05-07,Buy,13
2024-05-08,Buy,12
2024-05-09,Buy,11
2024-05-10,Buy,10
2024-05-13,Buy,9
2024-05-14,Buy,8
2024-05-15,Buy,7
2024-05-16,Buy,6
2024-05-17,Buy,5
2024-05-20,Buy,4
2024-05-21,Buy,3
2024-05-22,Buy,2
2024-05-23,Buy,1
2024-05-24,Buy,0
2024-05-28,Buy,0
2024-05-29,Buy,0
2024-05-30,Buy,0
2024-05-31,Buy,0
2024-06-03,Buy,0
2024-06-04,Buy,0
2024-06-05,Buy,0
2024-06-06,Buy,0
2024-06-07,Buy,0
2024-06-10,Buy,0
2024-06-11,Buy,0
2024-06-12,Buy,0
2024-06-13,Buy,0
2024-06-14,Buy,0
2024-06-17,Buy,0
2024-06-18,Buy,0
2024-06-20,Buy,0
2024-06-21,Buy,0
2024-06-24,Buy,0
2024-06-25,Buy,0
2024-06-26,Buy,0
2024-06-27,Buy,0
2024-06-28,Buy,0
2024-07-01,Buy,0
2024-07-02,Buy,0
2024-07-03,Buy,0
2024-07-05,Buy,0
2024-07-08,Buy,0
2024-07-09,Buy,0
2024-07-10,Buy,0
2024-07-11,Buy,0
2024-07-12,Buy,0
2024-07-15,Buy,0
2024-07-16,Buy,0
2024-07-17,Buy,0
2024-07-18,Buy,0
2024-07-19,Buy,0
2024-07-22,Buy,0
2024-07-23,Buy,0
2024-07-24,Buy,0
2024-07-25,Buy,0
2024-07-26,Buy,0
2024-07-29,Buy,0
2024-07-30,Buy,0
2024-07-31,Buy,0
2024-08-01,Buy,0
2024-08-02,Buy,0
2024-08-05,Buy,0
2024-08-06,Buy,0
2024-08-07,Buy,0
2024-08-08,Buy,0
2024-08-09,Buy,0
2024-08-12,Buy,0
2024-08-13,Buy,0
2024-08-14,Buy,0
2024-08-15,Buy,0
2024-08-16,Buy,0
2024-08-19,Buy,0
2024-08-20,Buy,0
2024-08-21,Buy,0
2024-08-22,Buy,0
2024-08-23,Buy,0
2024-08-26,Buy,0
2024-08-27,Buy,0
2024-08-28,Buy,0
2024-08-29,Buy,0
2024-08-30,Buy,0
2024-09-03,Buy,0
2024-09-04,Buy,0
2024-09-05,Buy,0
2024-09-06,Buy,0
2024-09-09,Buy,0
2024-09-10,Buy,0
2024-09-11,Buy,0
2024-09-12,Buy,0
2024-09-13,Buy,0
2024-09-16,Buy,0
2024-09-17,Buy,0
2024-09-18,Buy,0
2024-09-19,Buy,0
2024-09-20,Buy,0
2024-09-23,Buy,0
2024-09-24,Buy,0
2024-09-25,Buy,0
2024-09-26,Buy,0
2024-09-27,Buy,0
2024-09-30,Buy,0
2024-10-01,Buy,0
2024-10-02,Buy,0
2024-10-03,Buy,0
2024-10-04,Buy,0
2024-10-07,Buy,0
2024-10-08,Buy,0
2024-10-09,Buy,0
2024-10-10,Buy,0
2024-10-11,Buy,0
2024-10-14,Buy,0
2024-10-15,Buy,0
2024-10-16,Buy,0
2024-10-17,Buy,0
2024-10-18,Buy,0
2024-10-21,Buy,0
2024-10-22,Buy,0
2024-10-23,Buy,0
2024-10-24,Buy,0
2024-10-25,Buy,0
2024-10-28,Buy,0
2024-10-29,Buy,0
2024-10-30,Buy,0
2024-10-31,Buy,0
2024-11-01,Buy,0
2024-11-04,Buy,0
2024-11-05,Buy,0
2024-11-06,Buy,0
2024-11-07,Buy,0
2024-11-08,Buy,0
2024-11-11,Buy,0
2024-11-12,Buy,0
2024-11-13,Gold,15
2024-11-14,Gold,14
2024-11-15,Gold,13
2024-11-18,Buy,12
2024-11-19,Buy,11
2024-11-20,Buy,10
2024-11-21,Buy,9
2024-11-22,Buy,8
2024-11-25,Buy,7
2024-11-26,Buy,6
2024-11-27,Buy,5
2024-11-29,Buy,4
2024-12-02,Buy,3
2024-12-03,Buy,2
2024-12-04,Buy,1
2024-12-05,Buy,0
2024-12-06,Buy,0
2024-12-09,Buy,0
2024-12-10,Buy,0
2024-12-11,Buy,0
2024-12-12,Buy,0
2024-12-13,Buy,0
2024-12-16,Gold,15
2024-12-17,Gold,14
2024-12-18,Gold,13
2024-12-19,Gold,12
2024-12-20,Gold,11
2024-12-23,Gold,10
2024-12-24,Gold,9
2024-12-26,Gold,8
2024-12-27,Gold,7
2024-12-30,Gold,6
2024-12-31,Gold,5
2025-01-02,Gold,4
2025-01-03,Gold,3
2025-01-06,Gold,2
2025-01-07,Gold,1
2025-01-08,Gold,0
2025-01-10,Gold,0
2025-01-13,Gold,0
2025-01-14,Gold,0
2025-01-15,Gold,0
2025-01-16,Gold,0
2025-01-17,Gold,0
2025-01-21,Gold,0
2025-01-22,Gold,0
2025-01-23,Gold,0
2025-01-24,Gold,0
2025-01-27,Buy,15
2025-01-28,Buy,14
2025-01-29,Buy,13
2025-01-30,Buy,12
2025-01-31,Buy,11
2025-02-03,Buy,10
2025-02-04,Buy,9
2025-02-05,Buy,8
2025-02-06,Buy,7
2025-02-07,Buy,6
2025-02-10,Buy,5
2025-02-11,Buy,4
2025-02-12,Gold,3
2025-02-13,Buy,2
2025-02-14,Buy,1
2025-02-18,Buy,0
2025-02-19,Buy,0
2025-02-20,Buy,0
2025-02-21,Buy,0
2025-02-24,Buy,0
2025-02-25,Buy,0
2025-02-26,Buy,0
2025-02-27,Buy,0
2025-02-28,Buy,0
2025-03-03,Buy,0
2025-03-04,Gold,15
2025-03-05,Buy,14
2025-03-06,Gold,13
2025-03-07,Gold,12
2025-03-10,Gold,11
2025-03-11,Gold,10
2025-03-12,Gold,9
2025-03-13,Gold,8
2025-03-14,Gold,7
2025-03-17,Gold,6
2025-03-18,Gold,5
2025-03-19,Gold,4
2025-03-20,Gold,3
2025-03-21,Gold,2
2025-03-24,Gold,1
2025-03-25,Gold,0
2025-03-26,Gold,0
2025-03-27,Gold,0
2025-03-28,Gold,0
2025-03-31,Gold,0
2025-04-01,Gold,0
2025-04-02,Gold,0
2025-04-03,Gold,0
2025-04-04,Gold,0
2025-04-07,Gold,0
2025-04-08,Gold,0
2025-04-09,Gold,0
2025-04-10,Gold,0
2025-04-11,Gold,0
2025-04-14,Gold,0
2025-04-15,Gold,0
2025-04-16,Gold,0
2025-04-17,Gold,0
2025-04-21,Gold,0
2025-04-22,Gold,0
2025-04-23,Gold,0
2025-04-24,Gold,0
2025-04-25,Gold,0
2025-04-28,Gold,0
2025-04-29,Gold,0
2025-04-30,Gold,0
2025-05-01,Gold,0
2025-05-02,Gold,0
2025-05-05,Gold,0
2025-05-06,Gold,0
2025-05-07,Gold,0
2025-05-08,Gold,0
2025-05-09,Gold,0
2025-05-12,Gold,0
2025-05-13,Gold,0
2025-05-14,Gold,0
2025-05-15,Gold,0
2025-05-16,Buy,15
2025-05-19,Buy,14
2025-05-20,Gold,13
2025-05-21,Gold,12
2025-05-22,Gold,11
2025-05-23,Gold,10
2025-05-27,Buy,9
2025-05-28,Gold,8
2025-05-29,Buy,7
2025-05-30,Buy,6
2025-06-02,Gold,5
2025-06-03,Gold,4
2025-06-04,Buy,3
2025-06-05,Gold,2
2025-06-06,Gold,1
2025-06-09,Gold,0
2025-06-10,Gold,0
2025-06-11,Gold,0
2025-06-12,Gold,0
2025-06-13,Gold,0
2025-06-16,Gold,0
2025-06-17,Buy,15
2025-06-18,Buy,14
2025-06-20,Buy,13
2025-06-23,Buy,12
2025-06-24,Buy,11
2025-06-25,Buy,10
2025-06-26,Buy,9
2025-06-27,Buy,8
2025-06-30,Buy,7
2025-07-01,Buy,6
2025-07-02,Buy,5
2025-07-03,Buy,4
2025-07-07,Buy,3
2025-07-08,Buy,2
2025-07-09,Buy,1
2025-07-10,Buy,0
2025-07-11,Buy,0
2025-07-14,Buy,0
2025-07-15,Buy,0
2025-07-16,Buy,0
2025-07-17,Buy,0
2025-07-18,Buy,0
2025-07-21,Buy,0
2025-07-22,Buy,0
2025-07-23,Buy,0
2025-07-24,Buy,0
2025-07-25,Buy,0
2025-07-28,Buy,0
2025-07-29,Buy,0
2025-07-30,Buy,0
2025-07-31,Buy,0
2025-08-01,Buy,0
2025-08-04,Buy,0
2025-08-05,Buy,0
2025-08-06,Buy,0
2025-08-07,Buy,0
2025-08-08,Buy,0
2025-08-11,Buy,0
2025-08-12,Buy,0
2025-08-13,Buy,0
2025-08-14,Buy,0
2025-08-15,Buy,0
2025-08-18,Buy,0
2025-08-19,Buy,0
2025-08-20,Buy,0
2025-08-21,Buy,0
2025-08-22,Buy,0
2025-08-25,Buy,0
2025-08-26,Buy,0
2025-08-27,Buy,0
2025-08-28,Buy,0
2025-08-29,Buy,0
2025-09-02,Buy,0
2025-09-03,Buy,0
2025-09-04,Buy,0
2025-09-05,Buy,0
2025-09-08,Buy,0
2025-09-09,Buy,0
2025-09-10,Buy,0
2025-09-11,Buy,0
2025-09-12,Buy,0
2025-09-15,Buy,0
2025-09-16,Buy,0
2025-09-17,Buy,0
2025-09-18,Buy,0
2025-09-19,Buy,0
2025-09-22,Buy,0
2025-09-23,Buy,0
2025-09-24,Buy,0
2025-09-25,Buy,0
2025-09-26,Buy,0
2025-09-29,Buy,0
2025-09-30,Buy,0
2025-10-01,Buy,0
2025-10-02,Buy,0
2025-10-03,Buy,0
2025-10-06,Buy,0
2025-10-07,Buy,0
2025-10-08,Buy,0
2025-10-09,Buy,0
2025-10-10,Buy,0
2025-10-13,Buy,0
2025-10-14,Buy,0
2025-10-15,Buy,0
2025-10-16,Buy,0
2025-10-17,Buy,0
2025-10-20,Buy,0
2025-10-21,Buy,0
2025-10-22,Buy,0
2025-10-23,Buy,0
2025-10-24,Buy,0
2025-10-27,Buy,0
2025-10-28,Buy,0
2025-10-29,Buy,0
2025-10-30,Buy,0
2025-10-31,Buy,0
2025-11-03,Buy,0
2025-11-04,Buy,0
2025-11-05,Buy,0
2025-11-06,Buy,0
2025-11-07,Buy,0
2025-11-10,Buy,0
2025-11-11,Buy,0
2025-11-12,Buy,0
2025-11-13,Buy,0
2025-11-14,Buy,0
2025-11-17,Buy,0
2025-11-18,Buy,0
2025-11-19,Buy,0
2025-11-20,Buy,0
2025-11-21,Buy,0
2025-11-24,Buy,0
2025-11-25,Buy,0
2025-11-26,Buy,0
2025-11-28,Buy,0
2025-12-01,Buy,0
2025-12-02,Buy,0
2025-12-03,Buy,0
2025-12-04,Buy,0
2025-12-05,Buy,0
2025-12-08,Buy,0
2025-12-09,Gold,15
2025-12-10,Buy,14
2025-12-11,Buy,13
2025-12-12,Buy,12
2025-12-15,Gold,11
2025-12-16,Buy,10
2025-12-17,Buy,9
2025-12-18,Buy,8
2025-12-19,Gold,7
2025-12-22,Gold,6
2025-12-23,Gold,5
2025-12-24,Gold,4
2025-12-26,Gold,3
2025-12-29,Gold,2
2025-12-30,Gold,1
2025-12-31,Gold,0
2026-01-02,Gold,0
2026-01-05,Gold,0
2026-01-06,Gold,0
2026-01-07,Buy,15
2026-01-08,Gold,14
2026-01-09,Buy,13
2026-01-12,Buy,12
2026-01-13,Buy,11
2026-01-14,Buy,10
2026-01-15,Buy,9
2026-01-16,Gold,8
2026-01-20,Gold,7
2026-01-21,Gold,6
2026-01-22,Gold,5
2026-01-23,Buy,4
2026-01-26,Buy,3
2026-01-27,Buy,2
2026-01-28,Buy,1
2026-01-29,Buy,0
2026-01-30,Buy,0
2026-02-02,Gold,15
2026-02-03,Buy,14
2026-02-04,Buy,13
2026-02-05,Buy,12
2026-02-06,Buy,11
2026-02-09,Buy,10
2026-02-10,Buy,9
2026-02-11,Buy,8
2026-02-12,Buy,7
2026-02-13,Buy,6
2026-02-17,Buy,5
2026-02-18,Buy,4
2026-02-19,Buy,3
2026-02-20,Buy,2
2026-02-23,Buy,1
2026-02-24,Buy,0
2026-02-25,Buy,0
2026-02-26,Buy,0
2026-02-27,Buy,0
2026-03-02,Buy,0
2026-03-03,Buy,0
2026-03-04,Buy,0
2026-03-05,Buy,0
2026-03-06,Buy,0
2026-03-09,Buy,0
2026-03-10,Buy,0
2026-03-11,Buy,0
2026-03-12,Gold,15
2026-03-13,Gold,14
2026-03-16,Gold,13
2026-03-17,Gold,12
2026-03-18,Gold,11
2026-03-19,Gold,10
2026-03-20,Gold,9
2026-03-23,Gold,8
2026-03-24,Gold,7
2026-03-25,Gold,6
2026-03-26,Gold,5
2026-03-27,Gold,4
2026-03-30,Gold,3
2026-03-31,Gold,2
2026-04-01,Gold,1
2026-04-02,Gold,0
2026-04-06,Gold,0
2026-04-07,Gold,0
2026-04-08,Buy,15
2026-04-09,Buy,14
2026-04-10,Buy,13
2026-04-13,Buy,12
2026-04-14,Buy,11
2026-04-15,Buy,10
2026-04-16,Buy,9
2026-04-17,Buy,8
2026-04-20,Buy,7
2026-04-21,Buy,6
2026-04-22,Buy,5
2026-04-23,Buy,4
2026-04-24,Buy,3
2026-04-27,Buy,2
2026-04-28,Buy,1
2026-04-29,Buy,0
2026-04-30,Buy,0
2026-05-01,Buy,0
2026-05-04,Buy,0
2026-05-05,Buy,0
2026-05-06,Buy,0
2026-05-07,Buy,0
2026-05-08,Buy,0
2026-05-11,Buy,0
2026-05-12,Buy,0
2026-05-13,Buy,0
2026-05-14,Buy,0
2026-05-15,Gold,15
2026-05-18,Gold,14
2026-05-19,Gold,13
2026-05-20,Gold,12
2026-05-21,Gold,11
2026-05-22,Gold,10
2026-05-26,Gold,9
2026-05-27,Cash, 15
2026-05-29,Cash,14
2026-05-30,Cash,13
2026-05-31,Cash,12
2026-06-01,Cash,11
2026-06-02,Cash,10
2026-06-03,Cash,9
2026-06-04,Cash,8
2026-06-05,Cash,7
2026-06-06,Cash,6
2026-06-07,Cash,5
2026-06-08,Cash,4
2026-06-09,Cash,3
2026-06-10,Cash,2
2026-06-11,Cash,1
2026-06-12,Cash,0
2026-06-13,Cash,0
2026-06-14,Cash,0
2026-06-15,Cash,0
2026-06-16,Cash,0
2026-06-17,Cash,0
2026-06-18,Cash,0
2026-06-19,Cash,0
