2026-04-28 00:00:00,15931.2197265625,111.16815185546875,4545.2001953125,15143.872063802084,109.6113724899292,4241.620988769531,BUY,0
2026-04-29 00:00:00,15924.900390625,110.8298568725586,4614.7001953125,15151.6738671875,109.63055061340332,4248.045489501953,BUY,0
2026-04-30 00:00:00,16088.5595703125,110.9990005493164,4629.89990234375,15160.8461328125,109.6519926071167,4254.432489013672,BUY,0
2026-05-01 00:00:00,16136.0302734375,111.3499984741211,4519.5,15170.82513671875,109.67338020324706,4260.329488525391,BUY,0
2026-05-04 00:00:00,16071.4404296875,111.1500015258789,4555.7998046875,15179.794869791667,109.69327892303467,4266.343487548828,BUY,0
2026-05-05 00:00:00,16202.3798828125,111.06999969482422,4681.89990234375,15189.377936197916,109.71219074249268,4272.743487548828,BUY,0
2026-05-06 00:00:00,16438.759765625,111.1500015258789,4699.7998046875,15200.1243359375,109.73013332366943,4279.046486816406,BUY,0
2026-05-07 00:00:00,16376.349609375,111.02999877929688,4720.39990234375,15210.113600260416,109.74698696136474,4285.677985839844,BUY,0
2026-05-08 00:00:00,16516.80078125,111.4000015258789,4718.7001953125,15220.976803385416,109.76779327392578,4292.416486816406,BUY,0
2026-05-11 00:00:00,16549.25,111.30999755859375,4677.60009765625,15232.039537760416,109.78775829315185,4299.134487304687,BUY,0
2026-05-12 00:00:00,16523.2890625,111.12000274658203,4697.7001953125,15242.559928385417,109.8062844467163,4306.077487792969,BUY,0
2026-05-13 00:00:00,16620.58984375,111.12000274658203,4678.10009765625,15254.108059895834,109.82549514770508,4312.850988769531,BUY,0
2026-05-14 00:00:00,16748.2109375,111.01000213623047,4555.7998046875,15265.928600260417,109.8412707901001,4319.150987548828,BUY,0
2026-05-15 00:00:00,16544.279296875,110.61000061035156,4552.5,15276.661263020833,109.85714908599853,4325.447487792969,BUY,0
2026-05-18 00:00:00,16533.109375,110.4800033569336,4554.7001953125,15290.005924479166,109.87325763702393,4331.4824890136715,BUY,0
